unique_id,ds,ADIDA,BottomUp
868,2014-09-01,68.98457,64.741905
869,2014-07-01,187.23271,167.03185
869,2014-08-01,187.23271,167.03185
869,2014-09-01,187.23271,167.03185
870,2014-07-01,445.19656,435.09998
870,2014-08-01,445.19656,435.09998
870,2014-09-01,445.19656,435.09998
871,2014-07-01,146.86064,146.5633
871,2014-08-01,146.86064,146.5633
871,2014-09-01,146.86064,146.5633
872,2014-07-01,121.368675,121.380295
872,2014-08-01,121.368675,121.380295
872,2014-09-01,121.368675,121.380295
873,2014-07-01,264.8889,261.13467
873,2014-08-01,264.8889,261.13467
873,2014-09-01,264.8889,261.13467
874,2014-07-01,86.55621,78.01442
874,2014-08-01,86.55621,78.01442
874,2014-09-01,86.55621,78.01442
875,2014-07-01,141.0502,124.048615
875,2014-08-01,141.0502,124.048615
875,2014-09-01,141.0502,124.048615
876,2014-07-01,179.60918,167.60283
876,2014-08-01,179.60918,167.60283
876,2014-09-01,179.60918,167.60283
877,2014-07-01,197.93314,187.70898
877,2014-08-01,197.93314,187.70898
877,2014-09-01,197.93314,187.70898
878,2014-07-01,153.32759,152.9828
878,2014-08-01,153.32759,152.9828
878,2014-09-01,153.32759,152.9828
879,2014-07-01,16.841793,16.232843
879,2014-08-01,16.841793,16.232843
879,2014-09-01,16.841793,16.232843
880,2014-07-01,162.07791,154.36728
880,2014-08-01,162.07791,154.36728
880,2014-09-01,162.07791,154.36728
881,2014-07-01,106.675064,99.28538
881,2014-08-01,106.675064,99.28538
881,2014-09-01,106.675064,99.28538
882,2014-07-01,29.292229,28.937178
882,2014-08-01,29.292229,28.937178
882,2014-09-01,29.292229,28.937178
883,2014-07-01,164.54147,153.64421
883,2014-08-01,164.54147,153.64421
883,2014-09-01,164.54147,153.64421
884,2014-07-01,218.4734,206.41283
884,2014-08-01,218.4734,206.41283
884,2014-09-01,218.4734,206.41283
885,2014-07-01,19.59039,16.618809
885,2014-08-01,19.59039,16.618809
885,2014-09-01,19.59039,16.618809
886,2014-07-01,16.89321,14.920206
886,2014-08-01,16.89321,14.920206
886,2014-09-01,16.89321,14.920206
887,2014-07-01,3.614625,2.0444837
887,2014-08-01,3.614625,2.0444837
887,2014-09-01,3.614625,2.0444837
888,2014-07-01,3.1260529,1.5604185
888,2014-08-01,3.1260529,1.5604185
888,2014-09-01,3.1260529,1.5604185
889,2014-07-01,26.36046,23.437593
889,2014-08-01,26.36046,23.437593
889,2014-09-01,26.36046,23.437593
890,2014-07-01,5.0769,3.0647957
890,2014-08-01,5.0769,3.0647957
890,2014-09-01,5.0769,3.0647957
891,2014-07-01,5.565,3.9025168
891,2014-08-01,5.565,3.9025168
891,2014-09-01,5.565,3.9025168
892,2014-07-01,26.34329,23.156641
892,2014-08-01,26.34329,23.156641
892,2014-09-01,26.34329,23.156641
893,2014-07-01,18.6116,15.327879
893,2014-08-01,18.6116,15.327879
893,2014-09-01,18.6116,15.327879
894,2014-07-01,16.67175,14.120425
894,2014-08-01,16.67175,14.120425
894,2014-09-01,16.67175,14.120425
895,2014-07-01,14.62312,13.363909
895,2014-08-01,14.62312,13.363909
895,2014-09-01,14.62312,13.363909
896,2014-07-01,10.09684,8.943558
896,2014-08-01,10.09684,8.943558
896,2014-09-01,10.09684,8.943558
897,2014-07-01,0.22222222,0.22222222
897,2014-08-01,0.22222222,0.22222222
897,2014-09-01,0.22222222,0.22222222
898,2014-07-01,0.3551456,0.7317943
898,2014-08-01,0.3551456,0.7317943
898,2014-09-01,0.3551456,0.7317943
899,2014-07-01,13.04007,11.856002
899,2014-08-01,13.04007,11.856002
899,2014-09-01,13.04007,11.856002
9-model-disabled,2014-07-01,1.4118469,11.856962
9-model-disabled,2014-08-01,1.4118469,11.856962
9-model-disabled,2014-09-01,1.4118469,11.856962
900,2014-07-01,10.89834,9.706895
900,2014-08-01,10.89834,9.706895
900,2014-09-01,10.89834,9.706895
902,2014-07-01,0.7408104,1.2955828
902,2014-08-01,0.7408104,1.2955828
902,2014-09-01,0.7408104,1.2955828
903,2014-07-01,0.66678894,1.3661852
903,2014-08-01,0.66678894,1.3661852
903,2014-09-01,0.66678894,1.3661852
904,2014-07-01,43.26821,39.57886
904,2014-08-01,43.26821,39.57886
904,2014-09-01,43.26821,39.57886
905,2014-07-01,30.55008,27.6714
905,2014-08-01,30.55008,27.6714
905,2014-09-01,30.55008,27.6714
906,2014-07-01,6.8724732,5.3388834
906,2014-08-01,6.8724732,5.3388834
906,2014-09-01,6.8724732,5.3388834
907,2014-07-01,8.487504,7.2157474
907,2014-08-01,8.487504,7.2157474
907,2014-09-01,8.487504,7.2157474
908,2014-07-01,15.972675,13.658544
908,2014-08-01,15.972675,13.658544
908,2014-09-01,15.972675,13.658544
909,2014-07-01,25.65879,23.182428
909,2014-08-01,25.65879,23.182428
909,2014-09-01,25.65879,23.182428
910,2014-07-01,25.09308,22.10232
910,2014-08-01,25.09308,22.10232
910,2014-09-01,25.09308,22.10232
911,2014-07-01,0.09,0.5325078
911,2014-08-01,0.09,0.5325078
911,2014-09-01,0.09,0.5325078
913,2014-07-01,4.12,3.8483026
913,2014-08-01,4.12,3.8483026
913,2014-09-01,4.12,3.8483026
914,2014-07-01,2.7043004,2.8906841
914,2014-08-01,2.7043004,2.8906841
914,2014-09-01,2.7043004,2.8906841
915,2014-07-01,2.6653585,1.9097818
915,2014-08-01,2.6653585,1.9097818
915,2014-09-01,2.6653585,1.9097818
916,2014-07-01,20.85828,18.475853
916,2014-08-01,20.85828,18.475853
916,2014-09-01,20.85828,18.475853
917,2014-07-01,30.83543,28.274271
917,2014-08-01,30.83543,28.274271
917,2014-09-01,30.83543,28.274271
918,2014-07-01,17.457676,13.836306
918,2014-08-01,17.457676,13.836306
918,2014-09-01,17.457676,13.836306
919,2014-07-01,1.2963628,1.2851994
919,2014-08-01,1.2963628,1.2851994
919,2014-09-01,1.2963628,1.2851994
920,2014-07-01,19.34207,17.404612
920,2014-08-01,19.34207,17.404612
920,2014-09-01,19.34207,17.404612
921,2014-07-01,222.66618,222.11676
921,2014-08-01,222.66618,222.11676
921,2014-09-01,222.66618,222.11676
922,2014-07-01,172.10056,171.9059
922,2014-08-01,172.10056,171.9059
922,2014-09-01,172.10056,171.9059
923,2014-07-01,111.12891,110.45663
923,2014-08-01,111.12891,110.45663
923,2014-09-01,111.12891,110.45663
924,2014-07-01,19.29402,17.266289
924,2014-08-01,19.29402,17.266289
924,2014-09-01,19.29402,17.266289
925,2014-07-01,29.79835,27.68339
925,2014-08-01,29.79835,27.68339
925,2014-09-01,29.79835,27.68339
926,2014-07-01,18.051676,15.021184
926,2014-08-01,18.051676,15.021184
926,2014-09-01,18.051676,15.021184
927,2014-07-01,0.15,0.8398693
927,2014-08-01,0.15,0.8398693
927,2014-09-01,0.15,0.8398693
928,2014-07-01,62.46048,62.46048
928,2014-08-01,62.46048,62.46048
928,2014-09-01,62.46048,62.46048
929,2014-07-01,82.76634,82.62777
929,2014-08-01,82.76634,82.62777
929,2014-09-01,82.76634,82.62777
930,2014-07-01,100.36558,99.91091
930,2014-08-01,100.36558,99.91091
930,2014-09-01,100.36558,99.91091
931,2014-07-01,75.59685,74.91609
931,2014-08-01,75.59685,74.91609
931,2014-09-01,75.59685,74.91609
932,2014-07-01,67.36379,67.38858
932,2014-08-01,67.36379,67.38858
932,2014-09-01,67.36379,67.38858
933,2014-07-01,58.193584,58.181133
933,2014-08-01,58.193584,58.181133
933,2014-09-01,58.193584,58.181133
934,2014-07-01,69.76856,69.39079
934,2014-08-01,69.76856,69.39079
934,2014-09-01,69.76856,69.39079
935,2014-07-01,20.034824,17.65794
935,2014-08-01,20.034824,17.65794
935,2014-09-01,20.034824,17.65794
936,2014-07-01,15.4746,12.975933
936,2014-08-01,15.4746,12.975933
936,2014-09-01,15.4746,12.975933
937,2014-07-01,38.84444,36.2625
937,2014-08-01,38.84444,36.2625
937,2014-09-01,38.84444,36.2625
938,2014-07-01,41.3815,38.474403
938,2014-08-01,41.3815,38.474403
938,2014-09-01,41.3815,38.474403
939,2014-07-01,31.84699,30.122553
939,2014-08-01,31.84699,30.122553
939,2014-09-01,31.84699,30.122553
940,2014-07-01,32.22613,30.332987
940,2014-08-01,32.22613,30.332987
940,2014-09-01,32.22613,30.332987
941,2014-07-01,4.8025837,3.740836
941,2014-08-01,4.8025837,3.740836
941,2014-09-01,4.8025837,3.740836
942,2014-07-01,0.07,0.39215687
942,2014-08-01,0.07,0.39215687
942,2014-09-01,0.07,0.39215687
943,2014-07-01,0.08,0.44771242
943,2014-08-01,0.08,0.44771242
943,2014-09-01,0.08,0.44771242
944,2014-07-01,21.13036,18.337517
944,2014-08-01,21.13036,18.337517
944,2014-09-01,21.13036,18.337517
945,2014-07-01,40.26417,37.09887
945,2014-08-01,40.26417,37.09887
945,2014-09-01,40.26417,37.09887
946,2014-07-01,1.6307274,1.3391685
946,2014-08-01,1.6307274,1.3391685
946,2014-09-01,1.6307274,1.3391685
947,2014-07-01,9.461775,6.7950907
947,2014-08-01,9.461775,6.7950907
947,2014-09-01,9.461775,6.7950907
948,2014-07-01,38.34834,34.931408
948,2014-08-01,38.34834,34.931408
948,2014-09-01,38.34834,34.931408
949,2014-07-01,22.41681,18.46204
949,2014-08-01,22.41681,18.46204
949,2014-09-01,22.41681,18.46204
950,2014-07-01,1.8059293,1.563751
950,2014-08-01,1.8059293,1.563751
950,2014-09-01,1.8059293,1.563751
951,2014-07-01,30.00985,26.71239
951,2014-08-01,30.00985,26.71239
951,2014-09-01,30.00985,26.71239
952,2014-07-01,38.61711,35.166092
952,2014-08-01,38.61711,35.166092
952,2014-09-01,38.61711,35.166092
953,2014-07-01,47.96819,42.000862
953,2014-08-01,47.96819,42.000862
953,2014-09-01,47.96819,42.000862
954,2014-07-01,60.650208,56.21468
954,2014-08-01,60.650208,56.21468
954,2014-09-01,60.650208,56.21468
955,2014-07-01,40.747387,35.28297
955,2014-08-01,40.747387,35.28297
955,2014-09-01,40.747387,35.28297
956,2014-07-01,26.531675,22.63142
956,2014-08-01,26.531675,22.63142
956,2014-09-01,26.531675,22.63142
957,2014-07-01,65.81836,58.12044
957,2014-08-01,65.81836,58.12044
957,2014-09-01,65.81836,58.12044
958,2014-07-01,40.031796,34.931084
958,2014-08-01,40.031796,34.931084
958,2014-09-01,40.031796,34.931084
959,2014-07-01,29.076841,23.198883
959,2014-08-01,29.076841,23.198883
959,2014-09-01,29.076841,23.198883
960,2014-07-01,19.066257,15.116889
960,2014-08-01,19.066257,15.116889
960,2014-09-01,19.066257,15.116889
961,2014-07-01,50.148415,44.863434
961,2014-08-01,50.148415,44.863434
961,2014-09-01,50.148415,44.863434
962,2014-07-01,40.44005,34.754166
962,2014-08-01,40.44005,34.754166
962,2014-09-01,40.44005,34.754166
963,2014-07-01,27.189518,22.678375
963,2014-08-01,27.189518,22.678375
963,2014-09-01,27.189518,22.678375
964,2014-07-01,17.6075,13.946601
964,2014-08-01,17.6075,13.946601
964,2014-09-01,17.6075,13.946601
965,2014-07-01,49.311726,43.98564
965,2014-08-01,49.311726,43.98564
965,2014-09-01,49.311726,43.98564
966,2014-07-01,60.58624,53.57949
966,2014-08-01,60.58624,53.57949
966,2014-09-01,60.58624,53.57949
967,2014-07-01,40.071175,36.16488
967,2014-08-01,40.071175,36.16488
967,2014-09-01,40.071175,36.16488
968,2014-07-01,27.0352,24.050755
968,2014-08-01,27.0352,24.050755
968,2014-09-01,27.0352,24.050755
969,2014-07-01,65.061745,59.84279
969,2014-08-01,65.061745,59.84279
969,2014-09-01,65.061745,59.84279
970,2014-07-01,31.82228,27.706211
970,2014-08-01,31.82228,27.706211
970,2014-09-01,31.82228,27.706211
971,2014-07-01,21.271328,19.078571
971,2014-08-01,21.271328,19.078571
971,2014-09-01,21.271328,19.078571
972,2014-07-01,59.09657,51.88357
972,2014-08-01,59.09657,51.88357
972,2014-09-01,59.09657,51.88357
973,2014-07-01,87.06798,77.72948
973,2014-08-01,87.06798,77.72948
973,2014-09-01,87.06798,77.72948
974,2014-07-01,58.770615,52.11303
974,2014-08-01,58.770615,52.11303
974,2014-09-01,58.770615,52.11303
975,2014-07-01,34.771122,30.954016
975,2014-08-01,34.771122,30.954016
975,2014-09-01,34.771122,30.954016
976,2014-07-01,96.45977,87.84189
976,2014-08-01,96.45977,87.84189
976,2014-09-01,96.45977,87.84189
977,2014-07-01,55.159527,51.372353
977,2014-08-01,55.159527,51.372353
977,2014-09-01,55.159527,51.372353
978,2014-07-01,17.374578,14.500105
978,2014-08-01,17.374578,14.500105
978,2014-09-01,17.374578,14.500105
979,2014-07-01,48.98234,42.246456
979,2014-08-01,48.98234,42.246456
979,2014-09-01,48.98234,42.246456
980,2014-07-01,26.74236,22.902706
980,2014-08-01,26.74236,22.902706
980,2014-09-01,26.74236,22.902706
981,2014-07-01,35.197624,30.805714
981,2014-08-01,35.197624,30.805714
981,2014-09-01,35.197624,30.805714
982,2014-07-01,25.135836,22.196777
982,2014-08-01,25.135836,22.196777
982,2014-09-01,25.135836,22.196777
983,2014-07-01,26.153942,23.07484
983,2014-08-01,26.153942,23.07484
983,2014-09-01,26.153942,23.07484
984,2014-07-01,23.8872,20.168278
984,2014-08-01,23.8872,20.168278
984,2014-09-01,23.8872,20.168278
985,2014-07-01,26.265253,21.238636
985,2014-08-01,26.265253,21.238636
985,2014-09-01,26.265253,21.238636
986,2014-07-01,20.690466,17.460619
986,2014-08-01,20.690466,17.460619
986,2014-09-01,20.690466,17.460619
987,2014-07-01,25.918657,20.584887
987,2014-08-01,25.918657,20.584887
987,2014-09-01,25.918657,20.584887
988,2014-07-01,29.63921,24.787495
988,2014-08-01,29.63921,24.787495
988,2014-09-01,29.63921,24.787495
989,2014-07-01,16.452559,12.795939
989,2014-08-01,16.452559,12.795939
989,2014-09-01,16.452559,12.795939
990,2014-07-01,19.976215,16.397879
990,2014-08-01,19.976215,16.397879
990,2014-09-01,19.976215,16.397879
991,2014-07-01,18.873535,16.393263
991,2014-08-01,18.873535,16.393263
991,2014-09-01,18.873535,16.393263
992,2014-07-01,26.414845,21.67043
992,2014-08-01,26.414845,21.67043
992,2014-09-01,26.414845,21.67043
993,2014-07-01,16.928991,12.7668915
993,2014-08-01,16.928991,12.7668915
993,2014-09-01,16.928991,12.7668915
994,2014-07-01,17.956125,15.3741045
994,2014-08-01,17.956125,15.3741045
994,2014-09-01,17.956125,15.3741045
996,2014-07-01,27.9225,25.084751
996,2014-08-01,27.9225,25.084751
996,2014-09-01,27.9225,25.084751
997,2014-07-01,42.57169,37.591457
997,2014-08-01,42.57169,37.591457
997,2014-09-01,42.57169,37.591457
998,2014-07-01,92.07081,82.810646
998,2014-08-01,92.07081,82.810646
998,2014-09-01,92.07081,82.810646
999,2014-07-01,81.95736,76.21236
999,2014-08-01,81.95736,76.21236
999,2014-09-01,81.95736,76.21236
Alabama,2014-07-01,3.2647111,3.8853483
Alabama,2014-08-01,3.2647111,3.8853483
Alabama,2014-09-01,3.2647111,3.8853483
Arizona,2014-07-01,132.0107,103.630295
Arizona,2014-08-01,132.0107,103.630295
Arizona,2014-09-01,132.0107,103.630295
Australia,2014-07-01,1131.6929,1097.9136
Australia,2014-08-01,1131.6929,1097.9136
Australia,2014-09-01,1131.6929,1097.9136
California,2014-07-01,1404.9166,1399.3904
California,2014-08-01,1404.9166,1399.3904
California,2014-09-01,1404.9166,1399.3904
Canada,2014-07-01,1638.6764,1600.2236
Canada,2014-08-01,1638.6764,1600.2236
Canada,2014-09-01,1638.6764,1600.2236
Colorado,2014-07-01,194.51747,174.9646
Colorado,2014-08-01,194.51747,174.9646
Colorado,2014-09-01,194.51747,174.9646
Connecticut,2014-07-01,66.2902,54.672768
Connecticut,2014-08-01,66.2902,54.672768
Connecticut,2014-09-01,66.2902,54.672768
Florida,2014-07-01,187.79056,167.21584
Florida,2014-08-01,187.79056,167.21584
Florida,2014-09-01,187.79056,167.21584
France,2014-07-01,849.8018,857.3236
France,2014-08-01,849.8018,857.3236
France,2014-09-01,849.8018,857.3236
Georgia,2014-07-01,69.61052,57.790955
Georgia,2014-08-01,69.61052,57.790955
Georgia,2014-09-01,69.61052,57.790955
Germany,2014-07-01,698.20447,741.26434
Germany,2014-08-01,698.20447,741.26434
Germany,2014-09-01,698.20447,741.26434
